year,quarter,keyword,avg_finbert_negative,avg_vader_negative,count,avg_gpt_negative
2012,Q2,catastrophe,0.30606544096507543,0.21016239316239316,117,0.23361629394234204
2012,Q2,drought,0.5728468830861589,0.08994117647058823,17,0.29560086131095886
2012,Q2,earthquake,0.2891481111575972,0.02614285714285714,7,0.3210594326257706
2012,Q2,financial exposure,0.5943729877471924,0.128,1,0.0
2012,Q2,flood,0.447864055948778,0.042124999999999996,8,0.3467078859155828
2012,Q2,hurricane,0.17463105426288175,0.038090909090909085,11,0.0
2012,Q2,loss ratios,0.33191853394505216,0.17839999999999998,15,0.27324467196184044
2012,Q2,market volatility,0.40533933829863317,0.053125,8,0.11899475753307343
2012,Q2,premium increases,0.3294892005251313,0.058666666666666666,3,0.199436624844869
2012,Q2,rate increases,0.05940929921732511,0.019999999999999993,73,0.04206824234940789
2012,Q2,reinsurance,0.13091473473802664,0.03743971631205674,141,0.12536433880979364
2012,Q2,scenario analysis,7.782537977618631e-06,0.0,1,0.0
2012,Q2,stress testing,0.0205856878310442,0.203,1,0.0
2012,Q2,underwriting losses,2.9628363336087208e-05,0.152,1,0.0
2012,Q2,wildfire,0.4998644762504795,0.147,2,0.2618405818939209
2012,Q3,business interruption,0.4083975475921761,0.14099999999999996,5,0.2622403860092163
2012,Q3,capital adequacy,8.109067549000317e-06,0.0,3,0.0
2012,Q3,capital markets,1.883337802155438e-05,0.0,2,0.0
2012,Q3,catastrophe,0.19835608211987066,0.23199074074074075,108,0.19518772969726755
2012,Q3,drought,0.6674050180849412,0.1512222222222222,9,0.4165417432785034
2012,Q3,earthquake,0.4058074862502205,0.04416666666666667,6,0.3410803824663162
2012,Q3,economic losses,0.0441341996192932,0.176,1,0.0
2012,Q3,flood,0.3018221141575126,0.0874074074074074,27,0.13215209342337944
2012,Q3,hurricane,0.4165944576081383,0.06881999999999999,50,0.23268209179242452
2012,Q3,loss ratios,0.45506102719632097,0.14609090909090908,11,0.1519622522241929
2012,Q3,rate increases,0.043596270979563596,0.04041666666666666,84,0.02494835792755594
2012,Q3,reinsurance,0.08680851460167781,0.0411875,144,0.10937565289480838
2012,Q3,stress testing,0.2302973419427872,0.144,1,0.0
2012,Q4,business interruption,0.2331364820711314,0.183,4,0.1666198968887329
2012,Q4,capital adequacy,0.0003959727002484797,0.01425,4,0.0
2012,Q4,capital markets,7.095480993868364e-06,0.01925,4,0.021384518146514892
2012,Q4,catastrophe,0.1626541771046569,0.18065546218487394,119,0.2455802042354909
2012,Q4,claims reserves,1.593147862877231e-05,0.0,1,0.0
2012,Q4,drought,0.4451935350047683,0.04133333333333333,9,0.3677153170108795
2012,Q4,earthquake,0.05477014449813086,0.06283333333333334,6,0.24552956223487854
2012,Q4,flood,0.31178940139327094,0.08654545454545454,11,0.3068849762280782
2012,Q4,hurricane,0.33229030288095357,0.07003703703703704,27,0.36763261337029307
2012,Q4,insured losses,0.3297734260559082,0.179,1,0.4718097150325775
2012,Q4,loss ratios,0.001804452524162558,0.1348,5,0.1070924202601115
2012,Q4,natural disasters,9.753382812505153e-08,0.15,1,0.0
2012,Q4,portfolio risk,1.0998444821552765e-08,0.166,1,0.0
2012,Q4,rate increases,0.04841397138205931,0.03734210526315789,76,0.027888954386991613
2012,Q4,reinsurance,0.12709970106553742,0.039548872180451125,133,0.13282439439761928
2012,Q4,underwriting losses,0.9999025464057922,0.131,3,0.94049471616745
2013,Q1,capital adequacy,1.4797798542076638e-08,0.0,2,0.0
2013,Q1,capital markets,0.0006077240340497304,0.0,3,0.02505080567465888
2013,Q1,catastrophe,0.3323221407446067,0.2091627906976744,86,0.264250852904477
2013,Q1,drought,0.5911264017940994,0.07775,4,0.4552312046289444
2013,Q1,earthquake,0.25489286424708546,0.0134,5,0.0
2013,Q1,extreme weather,0.997958779335022,0.0579999999999999,1,0.0
2013,Q1,flood,0.3256235041926999,0.05625,8,0.12313728247370039
2013,Q1,hurricane,0.3828319565153732,0.042333333333333334,9,0.17494186071249154
2013,Q1,loss ratios,0.08325082743541799,0.15383333333333332,12,0.0
2013,Q1,market volatility,7.090600107062527e-09,0.072,1,0.0
2013,Q1,premium increases,1.96806595340604e-05,0.0,1,0.0
2013,Q1,rate increases,0.05520769940382068,0.032958904109589036,73,0.03122278029405618
2013,Q1,reinsurance,0.12161146635870031,0.0335267175572519,131,0.11554266022224176
2013,Q1,stress testing,1.315103554588859e-05,0.15149999999999994,2,0.0
2013,Q2,business interruption,0.7947077751159668,0.193,1,0.0
2013,Q2,capital adequacy,0.24701314745033295,0.05325,4,0.0
2013,Q2,capital markets,0.006600507721183584,0.0,3,0.0
2013,Q2,catastrophe,0.3182609480096596,0.2092268041237113,97,0.254428408741951
2013,Q2,climate change,3.997834028268698e-07,0.0579999999999999,1,0.0
2013,Q2,drought,0.9970820546150208,0.0,1,0.0
2013,Q2,earthquake,0.6621898057319034,0.0,3,0.0
2013,Q2,extreme weather,0.0001167398077086,0.0,1,0.0
2013,Q2,financial risk,1.0640207648293655e-07,0.103,1,0.0
2013,Q2,flood,0.6488293958332962,0.07148275862068966,29,0.4281725646593632
2013,Q2,hurricane,0.13988877666815822,0.060374999999999984,8,0.06106753349304199
2013,Q2,loss ratios,0.07188030378911571,0.1621,10,0.08387750929052179
2013,Q2,market exposure,0.0247275698930025,0.0,1,0.4798582792282104
2013,Q2,premium increases,4.528327579578218e-08,0.0,1,0.0
2013,Q2,rate increases,0.05899437400879749,0.03255405405405405,74,0.06012103600161416
2013,Q2,reinsurance,0.11700385482164699,0.03801234567901234,162,0.12635824424417122
2013,Q2,stress testing,0.06144048135278505,0.13066666666666665,6,0.0
2013,Q2,underwriting losses,0.999858856201172,0.122,1,0.9719889760017396
2013,Q3,capital adequacy,1.4433295447702221e-08,0.0,2,0.0
2013,Q3,capital markets,0.0353113953072185,0.020799999999999978,5,0.0
2013,Q3,catastrophe,0.3213642889634653,0.20666326530612245,98,0.313259644705115
2013,Q3,climate change,0.00166466383961955,0.0755,2,0.0
2013,Q3,drought,0.3330460559330494,0.055,3,0.1636180579662323
2013,Q3,extreme weather,0.9994811018308004,0.05833333333333329,3,0.6255057056744894
2013,Q3,financial risk,0.0003774530778173,0.249,1,0.0
2013,Q3,flood,0.41809159897693826,0.03804761904761903,21,0.4043114411419836
2013,Q3,hurricane,0.46323747242058744,0.10724999999999998,4,0.2805987937109811
2013,Q3,loss ratios,0.1130468640570609,0.16474999999999998,12,0.14099325239658356
2013,Q3,premium increases,3.240714931962429e-07,0.0,1,0.0
2013,Q3,rate increases,0.1270540888705196,0.036107692307692306,65,0.09848772723909835
2013,Q3,reinsurance,0.09775411532454285,0.033299999999999996,130,0.06769120513674724
2013,Q3,underwriting losses,0.9817943572998048,0.095,1,0.951511800289154
2013,Q4,capital adequacy,2.4002249077170745e-08,0.0,1,0.0
2013,Q4,capital markets,0.12510961083724226,0.02025,8,0.012629049619038902
2013,Q4,catastrophe,0.25446414458574784,0.21595535714285713,112,0.26348597764968873
2013,Q4,claims reserves,0.0916721522808075,0.0,1,0.9358264803886414
2013,Q4,drought,0.4871551790188278,0.03,2,0.3237513303756714
2013,Q4,earthquake,0.27042835093844686,0.043666666666666666,9,0.06684300303459167
2013,Q4,flood,0.3621137440204621,0.184,1,0.537548828125
2013,Q4,hurricane,0.13368685488580817,0.08742857142857142,7,0.23041017850240073
2013,Q4,loss ratios,0.07807140988417546,0.16669230769230767,13,0.08743461221456528
2013,Q4,portfolio risk,1.1954635738220531e-05,0.08,1,0.0
2013,Q4,premium increases,0.00011243088920305874,0.0,2,0.0
2013,Q4,rate increases,0.059697331712391,0.03523880597014925,67,0.03210618251409286
2013,Q4,reinsurance,0.1341372124099905,0.0341560975609756,205,0.11116595892792204
2013,Q4,stress testing,5.984911695122719e-06,0.059,1,0.0
2013,Q4,underwriting losses,0.0001910472201416,0.1,1,0.0
2014,Q1,capital adequacy,1.8258624834288643e-08,0.0,1,0.0
2014,Q1,capital markets,0.09107683301921267,0.056545454545454545,11,0.0
2014,Q1,catastrophe,0.2872789087681439,0.2111958762886598,97,0.27943058297472095
2014,Q1,drought,0.9952341914176942,0.0,2,0.4566194415092468
2014,Q1,earthquake,0.141684158581003,0.05842857142857142,7,0.2195604145526886
2014,Q1,extreme weather,0.902114987373352,0.1315,2,0.3904065489768982
2014,Q1,flood,0.0003207279733032492,0.0,2,0.2814803719520569
2014,Q1,hurricane,0.8754345178604126,0.113,1,0.612725555896759
2014,Q1,loss ratios,0.18840613826610766,0.13328571428571429,21,0.244921875
2014,Q1,premium increases,0.08116373630275772,0.06,2,0.0
2014,Q1,rate increases,0.11242306949237588,0.051909090909090905,44,0.052984707209528706
2014,Q1,reinsurance,0.13348311673261373,0.04327,200,0.09130277281457727
2014,Q1,stress testing,7.6785869964624e-06,0.1525,2,0.0
2014,Q2,capital adequacy,1.8258624834288643e-08,0.0,1,0.0
2014,Q2,capital markets,7.019133496655173e-09,0.0555,2,0.02267174143344164
2014,Q2,catastrophe,0.2949091008857347,0.20311475409836066,122,0.29579963092692196
2014,Q2,drought,0.0087959999218583,0.0,1,0.0
2014,Q2,earthquake,0.16054900582643825,0.01846153846153846,13,0.12853488326072693
2014,Q2,flood,0.00021043832384745002,0.055,2,0.0
2014,Q2,hurricane,0.2659666835515395,0.0,4,0.22173350197928293
2014,Q2,insured losses,0.9995463490486144,0.4529999999999999,1,0.8706518411636353
2014,Q2,loss ratios,0.06836658400262756,0.1488,15,0.11129271984100342
2014,Q2,market volatility,0.00010204511090703805,0.0,3,0.0
2014,Q2,portfolio risk,2.076679993479047e-05,0.088,1,0.0
2014,Q2,premium increases,5.068770860816586e-07,0.0,1,0.0
2014,Q2,rate increases,0.11017426844339784,0.05236363636363636,55,0.023997951495020015
2014,Q2,reinsurance,0.14577941470796976,0.03855865921787709,179,0.08979534050997566
2014,Q2,risk modeling,2.968595617858228e-05,0.09,1,0.0
2014,Q2,underwriting losses,0.9999916553497314,0.083,1,0.9675936102867126
2014,Q3,capital adequacy,0.005226325967866409,0.0,2,0.0
2014,Q3,capital markets,0.003318299863309044,0.0,5,0.011788123016115985
2014,Q3,catastrophe,0.2638622634372408,0.2094040404040404,99,0.26086485130446296
2014,Q3,earthquake,0.0040852843108230485,0.0,3,0.23443818092346191
2014,Q3,flood,0.0005760133599323749,0.01475,4,0.0
2014,Q3,hurricane,0.5778805874525671,0.04242857142857143,7,0.1873181641101837
2014,Q3,loss ratios,0.2158724764281621,0.12863157894736843,19,0.18364807692441074
2014,Q3,premium increases,1.3555878197735184e-08,0.0,1,0.0
2014,Q3,rate increases,0.12347619841488312,0.052822222222222215,45,0.10882954955101014
2014,Q3,reinsurance,0.18178898452407208,0.03632075471698113,212,0.12652884401324996
2014,Q3,stress testing,4.220232199259044e-07,0.085,1,0.0
2014,Q3,underwriting losses,7.087855191656445e-09,0.083,1,0.0
2014,Q4,capital adequacy,7.615652179993049e-07,0.0,1,0.0
2014,Q4,capital markets,1.2735332625801732e-05,0.014599999999999998,5,0.0180738101300505
2014,Q4,catastrophe,0.23221549959066498,0.1963301886792453,106,0.29313596143378867
2014,Q4,earthquake,0.17065049688109857,0.0,6,0.13631193126950944
2014,Q4,extreme weather,1.987086307053687e-06,0.103,1,0.0
2014,Q4,flood,2.2423450900532774e-05,0.0,2,0.2982015013694763
2014,Q4,hurricane,0.7355402081834876,0.08874999999999997,4,0.38008826971054077
2014,Q4,loss ratios,0.13919514176098277,0.16028571428571428,14,0.14140977579004624
2014,Q4,premium increases,1.0271921646598514e-08,0.0,2,0.0
2014,Q4,rate increases,0.0892835854487669,0.049999999999999996,49,0.0458508977350199
2014,Q4,reinsurance,0.1260984726009185,0.03224423963133641,217,0.11223955408615224
2014,Q4,underwriting losses,0.9805981814861298,0.0875,2,0.8960188627243042
2015,FY,catastrophe,0.06871021838609673,0.19299999999999998,3,
2015,FY,extreme weather,0.9999998807907104,0.053,1,
2015,FY,reinsurance,0.007927761705762534,0.029714285714285714,7,
2015,Q1,capital adequacy,4.90759305193933e-07,0.0275,2,0.0
2015,Q1,capital markets,0.13824032852806584,0.02769230769230769,13,0.017800348321187126
2015,Q1,catastrophe,0.2801389809632696,0.2047872340425532,94,0.2500939932134416
2015,Q1,climate change,0.0001623148127691,0.046,1,0.0
2015,Q1,drought,0.4675835967063904,0.148,1,0.0
2015,Q1,earthquake,0.20615756102051816,0.04825,4,0.19314084053039554
2015,Q1,flood,1.0326175380770408e-05,0.043,2,0.0
2015,Q1,hurricane,0.0088358428329229,0.0,1,0.3471645414829254
2015,Q1,loss ratios,0.24813826354025792,0.1582727272727273,11,0.21227434965280387
2015,Q1,market volatility,2.846856659743935e-06,0.064,1,0.0
2015,Q1,portfolio risk,0.0002061319391941,0.13,1,0.8602612614631653
2015,Q1,premium increases,1.9728451761125143e-08,0.0,1,0.0
2015,Q1,rate increases,0.08374783558842756,0.02625,32,0.08754224606922695
2015,Q1,reinsurance,0.2041030785871141,0.036235023041474655,217,0.14031853535596062
2015,Q2,capital adequacy,7.615652179993049e-07,0.0,1,0.0
2015,Q2,capital markets,0.10109287452827372,0.08079999999999998,10,0.03010413898476239
2015,Q2,catastrophe,0.2790687319656373,0.18976829268292683,82,0.3019857132850691
2015,Q2,claims reserves,0.9999992847442628,0.08,1,0.9305776953697203
2015,Q2,earthquake,0.6871409043669701,0.0,4,0.12435640891393025
2015,Q2,flood,0.3266998319213598,0.047166666666666655,6,0.27210640055792673
2015,Q2,hurricane,0.3835595615285759,0.03666666666666667,3,0.09622372388839721
2015,Q2,loss ratios,0.18319421878118938,0.19516666666666663,12,0.11969595750172933
2015,Q2,market volatility,0.9958553910255432,0.0,1,0.5595353245735168
2015,Q2,premium increases,2.480037286645143e-09,0.0,2,0.0
2015,Q2,rate increases,0.15409357899272852,0.014935483870967738,31,0.08076246910625035
2015,Q2,reinsurance,0.2401821622282438,0.044041322314049586,242,0.18235645263359465
2015,Q2,underwriting losses,2.861830328271253e-09,0.122,1,0.0
2015,Q3,business interruption,0.6997014993935409,0.31224999999999997,4,0.5249637812376022
2015,Q3,capital adequacy,5.090729615631062e-06,0.0,2,0.0
2015,Q3,capital markets,0.25339162001239357,0.057874999999999996,8,0.0385651410894191
2015,Q3,catastrophe,0.3831842329348384,0.23313580246913582,81,0.3431348005930583
2015,Q3,climate change,0.1133778244256973,0.261,1,0.0
2015,Q3,drought,0.01779159525589156,0.0735,2,0.0
2015,Q3,earthquake,0.3126234598457813,0.0,2,0.6585790344646999
2015,Q3,flood,0.15949875280891015,0.04258333333333333,12,0.12199373245239258
2015,Q3,hurricane,0.20233907555296843,0.0318,5,0.20895114209916857
2015,Q3,loss ratios,0.10118230390603195,0.15044444444444444,9,0.06160178780555725
2015,Q3,market volatility,0.4747661495428354,0.050333333333333334,6,0.44986767570177716
2015,Q3,premium increases,5.2504871561609434e-09,0.0,2,0.0
2015,Q3,rate increases,0.1668010034602891,0.028999999999999998,29,0.10533454827964306
2015,Q3,reinsurance,0.14764830690314584,0.030674876847290637,203,0.1284457674296964
2015,Q3,underwriting losses,0.2804557706934525,0.09749999999999995,2,0.0
2015,Q3,wildfire,0.4100280374950671,0.0838,5,0.1904339075088501
2015,Q4,actuarial adjustments,0.00014508851745628822,0.0,2,0.0
2015,Q4,capital adequacy,3.922603148964754e-07,0.0,2,0.0
2015,Q4,capital markets,0.03313428905909176,0.04775,4,0.036783551558470115
2015,Q4,catastrophe,0.36409137487132875,0.20373076923076924,78,0.350985830671647
2015,Q4,earthquake,0.13355851014299935,0.013,3,0.0
2015,Q4,extreme weather,0.11240591069993872,0.0,3,0.2389920949935913
2015,Q4,financial exposure,0.03715430945158,0.0,1,0.0
2015,Q4,flood,0.9995854496955872,0.14,1,0.8348859250545502
2015,Q4,hurricane,0.004150280264487559,0.049999999999999996,3,0.1504241108894348
2015,Q4,loss ratios,0.13199593492915732,0.17784210526315788,19,0.13768343130747476
2015,Q4,market exposure,0.07930871052667494,0.1595,2,0.0
2015,Q4,market volatility,0.169564533129495,0.039999999999999994,14,0.0
2015,Q4,premium increases,0.00018264709361828196,0.050666666666666665,3,0.0
2015,Q4,rate increases,0.15270378164259937,0.02714814814814814,54,0.05948173790647272
2015,Q4,reinsurance,0.18447385681459638,0.03691176470588235,238,0.13780634511600842
2015,Q4,underwriting losses,0.46320453688031016,0.14200000000000002,2,0.0
2016,FY,carbon emissions,0.0006677367491647,0.0,1,
2016,FY,catastrophe,0.6126754796132445,0.13675,4,
2016,FY,climate change,0.42364336415886317,0.08189999999999997,20,
2016,FY,climate risk,0.3040370718099439,0.1285,2,
2016,FY,greenhouse gases,0.0040386253967881,0.084,1,
2016,FY,hurricane,0.2527023997018647,0.0,2,
2016,FY,reinsurance,0.24779862676213826,0.043750000000000004,24,
2016,FY,sea level rise,0.5008781592478043,0.1125,2,
2016,Q1,business interruption,5.120198693475686e-05,0.152,1,0.0
2016,Q1,capital adequacy,7.615652179993049e-07,0.0,1,0.0
2016,Q1,capital markets,0.2248567418438,0.043000000000000003,9,0.015277248717123462
2016,Q1,catastrophe,0.28803609851464446,0.21050442477876105,113,0.3174793543914954
2016,Q1,earthquake,0.48108839732450215,0.08966666666666664,15,0.22338386585837916
2016,Q1,extreme weather,0.9217641651630402,0.1055,2,0.4782571196556092
2016,Q1,flood,0.19110427562973686,0.071625,16,0.0704682375255384
2016,Q1,hurricane,0.41567526115816456,0.11077777777777777,9,0.12260595460732777
2016,Q1,insured losses,0.2533403038978577,0.36,1,0.0
2016,Q1,loss ratios,0.2118344725779288,0.18419999999999997,20,0.2185830733050471
2016,Q1,market volatility,0.11113566785372714,0.007249999999999987,8,0.144149549305439
2016,Q1,rate increases,0.0841450236433276,0.025135135135135135,37,0.07095581445938502
2016,Q1,reinsurance,0.17316742803723675,0.036106719367588934,253,0.1285091576233409
2016,Q1,underwriting losses,4.2197068950144974e-08,0.1369999999999999,1,0.0
2016,Q1,wildfire,0.49955843063071365,0.0635,2,0.0
2016,Q2,capital adequacy,0.005767065745273197,0.0206,5,0.0
2016,Q2,capital markets,4.948602523313639e-07,0.0,2,0.0
2016,Q2,catastrophe,0.34667892778575465,0.227976,125,0.33780594792828633
2016,Q2,earthquake,0.4059930739342234,0.0506,5,0.464294720441103
2016,Q2,flood,0.7380719580687582,0.0895,4,0.6685320258140564
2016,Q2,hurricane,0.11405036125529472,0.03288888888888889,9,0.13452480946268355
2016,Q2,loss ratios,0.26957853793971437,0.14119047619047617,21,0.19541668395201364
2016,Q2,market exposure,7.628421627714489e-08,0.0,1,0.0
2016,Q2,market volatility,0.007024691976772852,0.0854,5,0.0
2016,Q2,premium increases,0.0003517844015732,0.152,1,0.0
2016,Q2,rate increases,0.10775815813422392,0.0248095238095238,42,0.06018913699233014
2016,Q2,reinsurance,0.15795089684255229,0.02870535714285714,224,0.11844150130207656
2016,Q2,stress testing,0.19145090374354368,0.13,2,0.0
2016,Q2,underwriting losses,0.9984923601150512,0.2239999999999999,1,0.9356613159179688
2016,Q2,wildfire,0.4472754423356964,0.08995833333333332,24,0.38564037471204193
2016,Q3,business interruption,0.0722498744726181,0.171,1,0.0
2016,Q3,capital adequacy,3.8991192141679676e-07,0.0,2,0.0
2016,Q3,capital markets,7.8432603913825e-06,0.0,1,0.0
2016,Q3,catastrophe,0.3784313204275842,0.22455882352941173,102,0.34551575501388476
2016,Q3,earthquake,0.909524937470754,0.13566666666666666,3,0.6188937226931254
2016,Q3,flood,0.2595223145005371,0.05535999999999999,25,0.24039650708436966
2016,Q3,hurricane,0.38120628784548916,0.08677777777777777,36,0.2156352666206658
2016,Q3,loss ratios,0.26584934055018783,0.15936842105263158,19,0.18336795947768472
2016,Q3,market volatility,0.9999994039535522,0.1159999999999999,1,0.4839503169059754
2016,Q3,natural disasters,0.001138857579845138,0.12799999999999997,3,0.0
2016,Q3,rate increases,0.13081941142369985,0.037481481481481484,54,0.08571127562199608
2016,Q3,reinsurance,0.14803597487699868,0.044424390243902434,205,0.13574941979872213
2016,Q3,underwriting losses,0.35656768667162925,0.19466666666666668,3,0.8171935677528381
2016,Q3,wildfire,0.7202558144927025,0.17824999999999996,4,0.5921599765618643
2016,Q4,capital adequacy,4.029010538530997e-07,0.0,2,0.0
2016,Q4,catastrophe,0.3385049677643391,0.20481308411214952,107,0.3011032509906539
2016,Q4,drought,0.9991244673728944,0.0,1,0.32089653611183167
2016,Q4,earthquake,0.4719070027761063,0.12024999999999997,4,0.47713935604462254
2016,Q4,financial risk,0.999381422996521,0.286,1,0.0
2016,Q4,flood,0.5177173355848103,0.047999999999999994,6,0.16063136524624294
2016,Q4,hurricane,0.43572639117310136,0.07279487179487179,39,0.35296286531348725
2016,Q4,loss ratios,0.23272839017120558,0.16821052631578945,19,0.1813999354839325
2016,Q4,market exposure,0.94927579164505,0.107,1,0.643437385559082
2016,Q4,market volatility,0.22180105195300204,0.0182,5,0.295761239528656
2016,Q4,premium increases,1.0573959885462616e-07,0.0,2,0.0
2016,Q4,rate increases,0.08124853235006879,0.01966,50,0.0774361546392794
2016,Q4,reinsurance,0.1656142875341371,0.049433035714285714,224,0.1332469660350505
2016,Q4,risk assessment,1.5353949720520177e-06,0.073,1,0.0
2016,Q4,underwriting losses,0.880301296710968,0.13166666666666663,3,0.6117838621139526
2016,Q4,wildfire,0.4961916359983054,0.08383333333333332,6,0.3221471484969644
2017,FY,catastrophe,0.9251572489738464,0.596,1,
2017,FY,climate change,0.221821823890033,0.1535,14,
2017,FY,drought,0.996793568134308,0.149,1,
2017,FY,financial risk,0.9724722802639008,0.14399999999999996,2,
2017,FY,flood,0.4910082183778286,0.11599999999999999,2,
2017,FY,hurricane,0.9315223097801208,0.471,1,
2017,FY,reinsurance,0.0616124011576175,0.0,1,
2017,Q1,capital adequacy,7.615652179993049e-07,0.0,1,0.0
2017,Q1,capital markets,6.685189146082848e-05,0.0,1,0.0
