ticker,Year,compound_sentiment,flesch_reading_ease,gunning_fog_index,smog_index,lexical_density
AFG,2007,0.299975,-5.2475,32.83,0.0,0.796938775510204
AFG,2008,0.13460909090909093,33.229090909090914,20.879090909090905,0.0,0.796297189854502
AFG,2009,0.29922499999999996,9.225000000000001,32.245,0.0,0.7078523328523328
AFG,2010,-0.09165000000000001,13.620000000000001,25.61,0.0,0.7195685670261942
AFG,2011,0.08283636363636364,22.049090909090907,25.08363636363636,0.0,0.8446624799966777
AFG,2012,-0.03796666666666667,18.829999999999995,28.000666666666667,0.0,0.8274244332728663
AFG,2013,0.21616666666666665,29.018333333333334,24.180000000000003,0.0,0.8317748030537597
AFG,2015,0.8792,15.990000000000002,27.310000000000002,0.0,0.8327437106918238
AFG,2016,0.15207999999999997,22.889999999999997,22.518,0.0,0.8044527326800253
AFG,2017,-0.052753846153846165,37.541153846153854,21.076923076923073,0.0,0.8544036743737634
AFG,2018,0.11660000000000001,32.235,22.905,0.0,0.8133423180592991
AFG,2019,0.31610000000000005,29.60875,22.065625,0.0,0.8542166344778358
AFG,2020,0.5625,20.22,24.915,0.0,0.8693181818181819
AFG,2021,0.09643600000000002,26.7016,25.8836,0.9279999999999999,0.7924015127171099
AFG,2022,0.14983571428571432,15.745000000000001,28.021428571428572,0.0,0.8019853425714762
AFG,2023,0.25830000000000003,39.064,19.218,0.0,0.8732103952692188
AFG,2024,0.02324074074074072,28.983703703703693,22.402222222222218,0.0,0.8842928524070928
AFL,2011,0.006647058823529417,43.5970588235294,18.124705882352945,0.0,0.8758214384245376
AFL,2017,0.3461875,47.28875,17.651249999999997,0.0,0.8751380990249208
AFL,2018,0.48344,37.001999999999995,21.193000000000005,0.0,0.8680635334363964
AFL,2020,-0.1366,41.9575,21.3325,0.0,0.9101190476190477
AFL,2021,-0.11596666666666666,44.63666666666666,20.076666666666664,0.0,0.8974937343358396
ALL,2007,-0.17586071428571426,18.7075,25.45678571428572,0.0,0.8460697766190874
ALL,2008,-0.25375555555555557,27.945555555555558,23.586666666666662,0.0,0.8113701300096872
ALL,2009,-0.8554999999999999,46.445,19.535,0.0,0.7579787234042553
ALL,2010,-0.4798166666666667,38.0125,21.74416666666667,0.0,0.8763619256764638
ALL,2011,-0.01436666666666669,37.150666666666666,22.019333333333332,0.0,0.8645400602387446
ALL,2012,-0.04337714285714287,59.13342857142859,16.057428571428566,0.18285714285714286,0.8710437808225144
ALL,2013,-0.13995000000000002,50.675000000000004,19.08,0.0,0.8722582972582973
ALL,2014,0.8268,35.95,18.57,0.0,0.9142857142857143
ALL,2016,-0.0252,60.459999999999994,14.064285714285715,0.0,0.9408834263456788
ALL,2017,-0.2812,15.616,25.532999999999998,0.0,0.8880396169309692
ALL,2018,-0.8644499999999999,4.140000000000001,27.055,0.0,0.8357142857142856
ALL,2019,0.049600000000000005,30.496875,23.073749999999997,0.0,0.8485128501076574
ALL,2020,-0.019733333333333342,34.6,21.666666666666668,0.0,0.8249817850637523
ALL,2021,0.2236,5.205714285714286,27.718571428571426,0.0,0.9118282689103123
ALL,2022,0.02754999999999999,-7.617500000000001,33.57,0.0,0.7984596203346204
ALL,2023,-0.572425,49.235,21.3575,0.0,0.7918633060639019
ALL,2024,0.09874999999999998,44.92,19.02,0.0,0.8501387604070305
PGR,2011,0.6124,15.65,22.67,0.0,0.8333333333333334
PGR,2012,0.24996666666666667,60.09,18.593333333333334,0.0,0.8809954419710517
PGR,2013,0.75105,63.53,13.865,0.0,0.9391666666666667
PGR,2016,-0.1633625,44.54125,16.808750000000003,1.4625,0.9239880952380952
PGR,2017,0.09241428571428571,36.05142857142857,23.178571428571427,0.0,0.8359779274865532
PGR,2019,-0.05066470588235295,45.05058823529412,19.924705882352942,0.0,0.8663994014901429
PGR,2020,0.24794,57.134,14.501999999999999,0.0,0.9079971988795517
PGR,2021,0.22505000000000003,39.5925,20.65,0.0,0.844271737034895
PGR,2022,0.11926538461538462,37.86615384615384,22.279999999999994,0.0,0.8443717707917234
PGR,2023,-0.6026000000000001,27.871111111111112,23.87888888888889,0.0,0.8776246877052899
PGR,2024,0.5558857142857142,41.32,21.93285714285714,0.0,0.8667191006377123
TRV,2008,-0.10124799999999999,19.208799999999997,24.665599999999994,0.0,0.8886448758471651
TRV,2009,-0.22084666666666664,6.965999999999999,30.800666666666668,0.0,0.7897480004860857
TRV,2010,0.316809090909091,19.862727272727273,25.53818181818182,0.0,0.7964612898744228
TRV,2011,-0.08936363636363637,21.03272727272727,26.486363636363638,0.0,0.8227783320287848
TRV,2012,0.08860000000000001,29.614666666666665,22.712666666666667,0.0,0.8630670759636252
TRV,2013,0.02906666666666664,15.878333333333332,27.403333333333336,0.0,0.8294425784943026
TRV,2014,0.252825,11.926250000000003,29.551250000000003,0.0,0.8156548321380087
TRV,2015,0.5106,-3.98,34.88,0.0,0.7727272727272727
TRV,2016,0.10649999999999998,27.413846153846155,23.583076923076923,0.0,0.868824362406171
TRV,2017,0.22137916666666665,31.202916666666667,24.109583333333333,0.5666666666666667,0.8552923226842837
TRV,2018,0.21200400000000003,32.46000000000001,21.6804,0.0,0.8698132313695731
TRV,2019,0.03146500000000002,32.6535,24.018,0.0,0.8401849940564983
TRV,2020,0.05860666666666667,22.101999999999997,23.70633333333333,0.0,0.8665888724752582
TRV,2021,0.05732222222222223,36.279629629629625,21.362592592592595,0.0,0.871448034668529
TRV,2022,-0.3607636363636364,24.354545454545452,24.787272727272725,0.0,0.8772781713847544
TRV,2023,-0.020024999999999987,18.857499999999998,25.9925,0.0,0.9060520361990949
TRV,2024,-0.46674000000000004,31.958,20.358,0.0,0.9022828621422413
